family	symbol	arguments	kind	raw_value	numeric_value_decimal	source_line
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY8_CTRL0		REGISTER	0x064d	1613	4010
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY8_CTRL1		REGISTER	0x064e	1614	4012
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY8_CTRL2		REGISTER	0x064f	1615	4014
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY8_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4015
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY8_CTRL2_MASK		MASK	0x3	3	4016
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY9_CTRL0		REGISTER	0x0650	1616	4018
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY9_CTRL1		REGISTER	0x0651	1617	4020
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY9_CTRL2		REGISTER	0x0652	1618	4022
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY9_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4023
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY9_CTRL2_MASK		MASK	0x3	3	4024
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY10_CTRL0		REGISTER	0x0653	1619	4026
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY10_CTRL1		REGISTER	0x0654	1620	4028
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY10_CTRL2		REGISTER	0x0655	1621	4030
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY10_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4031
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY10_CTRL2_MASK		MASK	0x3	3	4032
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY11_CTRL0		REGISTER	0x0656	1622	4034
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY11_CTRL1		REGISTER	0x0657	1623	4036
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY11_CTRL2		REGISTER	0x0658	1624	4038
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY11_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4039
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY11_CTRL2_MASK		MASK	0x3	3	4040
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY12_CTRL0		REGISTER	0x0659	1625	4042
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY12_CTRL1		REGISTER	0x065a	1626	4044
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY12_CTRL2		REGISTER	0x065b	1627	4046
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY12_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4047
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY12_CTRL2_MASK		MASK	0x3	3	4048
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY13_CTRL0		REGISTER	0x065c	1628	4050
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY13_CTRL1		REGISTER	0x065d	1629	4052
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY13_CTRL2		REGISTER	0x065e	1630	4054
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY13_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4055
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY13_CTRL2_MASK		MASK	0x3	3	4056
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY14_CTRL0		REGISTER	0x065f	1631	4058
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY14_CTRL1		REGISTER	0x0660	1632	4060
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY14_CTRL2		REGISTER	0x0661	1633	4062
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY14_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4063
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY14_CTRL2_MASK		MASK	0x3	3	4064
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY15_CTRL0		REGISTER	0x0662	1634	4066
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY15_CTRL1		REGISTER	0x0663	1635	4068
C	RTL8367C_REG_ACL_SDPORT_RANGE_ENTRY15_CTRL2		REGISTER	0x0664	1636	4070
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY15_CTRL2_OFFSET		OFFSET_SHIFT	0	0	4071
C	RTL8367C_ACL_SDPORT_RANGE_ENTRY15_CTRL2_MASK		MASK	0x3	3	4072
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY0_CTRL0		REGISTER	0x0665	1637	4074
C	RTL8367C_ACL_VID_RANGE_ENTRY0_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4075
C	RTL8367C_ACL_VID_RANGE_ENTRY0_CTRL0_MASK		MASK	0xFFF	4095	4076
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY0_CTRL1		REGISTER	0x0666	1638	4078
C	RTL8367C_ACL_VID_RANGE_ENTRY0_CTRL1_CHECK0_TYPE_OFFSET		OFFSET_SHIFT	12	12	4079
C	RTL8367C_ACL_VID_RANGE_ENTRY0_CTRL1_CHECK0_TYPE_MASK		MASK	0x3000	12288	4080
C	RTL8367C_ACL_VID_RANGE_ENTRY0_CTRL1_CHECK0_HIGH_OFFSET		OFFSET_SHIFT	0	0	4081
C	RTL8367C_ACL_VID_RANGE_ENTRY0_CTRL1_CHECK0_HIGH_MASK		MASK	0xFFF	4095	4082
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY1_CTRL0		REGISTER	0x0667	1639	4084
C	RTL8367C_ACL_VID_RANGE_ENTRY1_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4085
C	RTL8367C_ACL_VID_RANGE_ENTRY1_CTRL0_MASK		MASK	0xFFF	4095	4086
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY1_CTRL1		REGISTER	0x0668	1640	4088
C	RTL8367C_ACL_VID_RANGE_ENTRY1_CTRL1_CHECK1_TYPE_OFFSET		OFFSET_SHIFT	12	12	4089
C	RTL8367C_ACL_VID_RANGE_ENTRY1_CTRL1_CHECK1_TYPE_MASK		MASK	0x3000	12288	4090
C	RTL8367C_ACL_VID_RANGE_ENTRY1_CTRL1_CHECK1_HIGH_OFFSET		OFFSET_SHIFT	0	0	4091
C	RTL8367C_ACL_VID_RANGE_ENTRY1_CTRL1_CHECK1_HIGH_MASK		MASK	0xFFF	4095	4092
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY2_CTRL0		REGISTER	0x0669	1641	4094
C	RTL8367C_ACL_VID_RANGE_ENTRY2_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4095
C	RTL8367C_ACL_VID_RANGE_ENTRY2_CTRL0_MASK		MASK	0xFFF	4095	4096
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY2_CTRL1		REGISTER	0x066a	1642	4098
C	RTL8367C_ACL_VID_RANGE_ENTRY2_CTRL1_CHECK2_TYPE_OFFSET		OFFSET_SHIFT	12	12	4099
C	RTL8367C_ACL_VID_RANGE_ENTRY2_CTRL1_CHECK2_TYPE_MASK		MASK	0x3000	12288	4100
C	RTL8367C_ACL_VID_RANGE_ENTRY2_CTRL1_CHECK2_HIGH_OFFSET		OFFSET_SHIFT	0	0	4101
C	RTL8367C_ACL_VID_RANGE_ENTRY2_CTRL1_CHECK2_HIGH_MASK		MASK	0xFFF	4095	4102
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY3_CTRL0		REGISTER	0x066b	1643	4104
C	RTL8367C_ACL_VID_RANGE_ENTRY3_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4105
C	RTL8367C_ACL_VID_RANGE_ENTRY3_CTRL0_MASK		MASK	0xFFF	4095	4106
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY3_CTRL1		REGISTER	0x066c	1644	4108
C	RTL8367C_ACL_VID_RANGE_ENTRY3_CTRL1_CHECK3_TYPE_OFFSET		OFFSET_SHIFT	12	12	4109
C	RTL8367C_ACL_VID_RANGE_ENTRY3_CTRL1_CHECK3_TYPE_MASK		MASK	0x3000	12288	4110
C	RTL8367C_ACL_VID_RANGE_ENTRY3_CTRL1_CHECK3_HIGH_OFFSET		OFFSET_SHIFT	0	0	4111
C	RTL8367C_ACL_VID_RANGE_ENTRY3_CTRL1_CHECK3_HIGH_MASK		MASK	0xFFF	4095	4112
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY4_CTRL0		REGISTER	0x066d	1645	4114
C	RTL8367C_ACL_VID_RANGE_ENTRY4_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4115
C	RTL8367C_ACL_VID_RANGE_ENTRY4_CTRL0_MASK		MASK	0xFFF	4095	4116
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY4_CTRL1		REGISTER	0x066e	1646	4118
C	RTL8367C_ACL_VID_RANGE_ENTRY4_CTRL1_CHECK4_TYPE_OFFSET		OFFSET_SHIFT	12	12	4119
C	RTL8367C_ACL_VID_RANGE_ENTRY4_CTRL1_CHECK4_TYPE_MASK		MASK	0x3000	12288	4120
C	RTL8367C_ACL_VID_RANGE_ENTRY4_CTRL1_CHECK4_HIGH_OFFSET		OFFSET_SHIFT	0	0	4121
C	RTL8367C_ACL_VID_RANGE_ENTRY4_CTRL1_CHECK4_HIGH_MASK		MASK	0xFFF	4095	4122
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY5_CTRL0		REGISTER	0x066f	1647	4124
C	RTL8367C_ACL_VID_RANGE_ENTRY5_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4125
C	RTL8367C_ACL_VID_RANGE_ENTRY5_CTRL0_MASK		MASK	0xFFF	4095	4126
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY5_CTRL1		REGISTER	0x0670	1648	4128
C	RTL8367C_ACL_VID_RANGE_ENTRY5_CTRL1_CHECK5_TYPE_OFFSET		OFFSET_SHIFT	12	12	4129
C	RTL8367C_ACL_VID_RANGE_ENTRY5_CTRL1_CHECK5_TYPE_MASK		MASK	0x3000	12288	4130
C	RTL8367C_ACL_VID_RANGE_ENTRY5_CTRL1_CHECK5_HIGH_OFFSET		OFFSET_SHIFT	0	0	4131
C	RTL8367C_ACL_VID_RANGE_ENTRY5_CTRL1_CHECK5_HIGH_MASK		MASK	0xFFF	4095	4132
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY6_CTRL0		REGISTER	0x0671	1649	4134
C	RTL8367C_ACL_VID_RANGE_ENTRY6_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4135
C	RTL8367C_ACL_VID_RANGE_ENTRY6_CTRL0_MASK		MASK	0xFFF	4095	4136
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY6_CTRL1		REGISTER	0x0672	1650	4138
C	RTL8367C_ACL_VID_RANGE_ENTRY6_CTRL1_CHECK6_TYPE_OFFSET		OFFSET_SHIFT	12	12	4139
C	RTL8367C_ACL_VID_RANGE_ENTRY6_CTRL1_CHECK6_TYPE_MASK		MASK	0x3000	12288	4140
C	RTL8367C_ACL_VID_RANGE_ENTRY6_CTRL1_CHECK6_HIGH_OFFSET		OFFSET_SHIFT	0	0	4141
C	RTL8367C_ACL_VID_RANGE_ENTRY6_CTRL1_CHECK6_HIGH_MASK		MASK	0xFFF	4095	4142
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY7_CTRL0		REGISTER	0x0673	1651	4144
C	RTL8367C_ACL_VID_RANGE_ENTRY7_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4145
C	RTL8367C_ACL_VID_RANGE_ENTRY7_CTRL0_MASK		MASK	0xFFF	4095	4146
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY7_CTRL1		REGISTER	0x0674	1652	4148
C	RTL8367C_ACL_VID_RANGE_ENTRY7_CTRL1_CHECK7_TYPE_OFFSET		OFFSET_SHIFT	12	12	4149
C	RTL8367C_ACL_VID_RANGE_ENTRY7_CTRL1_CHECK7_TYPE_MASK		MASK	0x3000	12288	4150
C	RTL8367C_ACL_VID_RANGE_ENTRY7_CTRL1_CHECK7_HIGH_OFFSET		OFFSET_SHIFT	0	0	4151
C	RTL8367C_ACL_VID_RANGE_ENTRY7_CTRL1_CHECK7_HIGH_MASK		MASK	0xFFF	4095	4152
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY8_CTRL0		REGISTER	0x0675	1653	4154
C	RTL8367C_ACL_VID_RANGE_ENTRY8_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4155
C	RTL8367C_ACL_VID_RANGE_ENTRY8_CTRL0_MASK		MASK	0xFFF	4095	4156
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY8_CTRL1		REGISTER	0x0676	1654	4158
C	RTL8367C_ACL_VID_RANGE_ENTRY8_CTRL1_CHECK8_TYPE_OFFSET		OFFSET_SHIFT	12	12	4159
C	RTL8367C_ACL_VID_RANGE_ENTRY8_CTRL1_CHECK8_TYPE_MASK		MASK	0x3000	12288	4160
C	RTL8367C_ACL_VID_RANGE_ENTRY8_CTRL1_CHECK8_HIGH_OFFSET		OFFSET_SHIFT	0	0	4161
C	RTL8367C_ACL_VID_RANGE_ENTRY8_CTRL1_CHECK8_HIGH_MASK		MASK	0xFFF	4095	4162
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY9_CTRL0		REGISTER	0x0677	1655	4164
C	RTL8367C_ACL_VID_RANGE_ENTRY9_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4165
C	RTL8367C_ACL_VID_RANGE_ENTRY9_CTRL0_MASK		MASK	0xFFF	4095	4166
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY9_CTRL1		REGISTER	0x0678	1656	4168
C	RTL8367C_ACL_VID_RANGE_ENTRY9_CTRL1_CHECK9_TYPE_OFFSET		OFFSET_SHIFT	12	12	4169
C	RTL8367C_ACL_VID_RANGE_ENTRY9_CTRL1_CHECK9_TYPE_MASK		MASK	0x3000	12288	4170
C	RTL8367C_ACL_VID_RANGE_ENTRY9_CTRL1_CHECK9_HIGH_OFFSET		OFFSET_SHIFT	0	0	4171
C	RTL8367C_ACL_VID_RANGE_ENTRY9_CTRL1_CHECK9_HIGH_MASK		MASK	0xFFF	4095	4172
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY10_CTRL0		REGISTER	0x0679	1657	4174
C	RTL8367C_ACL_VID_RANGE_ENTRY10_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4175
C	RTL8367C_ACL_VID_RANGE_ENTRY10_CTRL0_MASK		MASK	0xFFF	4095	4176
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY10_CTRL1		REGISTER	0x067a	1658	4178
C	RTL8367C_ACL_VID_RANGE_ENTRY10_CTRL1_CHECK10_TYPE_OFFSET		OFFSET_SHIFT	12	12	4179
C	RTL8367C_ACL_VID_RANGE_ENTRY10_CTRL1_CHECK10_TYPE_MASK		MASK	0x3000	12288	4180
C	RTL8367C_ACL_VID_RANGE_ENTRY10_CTRL1_CHECK10_HIGH_OFFSET		OFFSET_SHIFT	0	0	4181
C	RTL8367C_ACL_VID_RANGE_ENTRY10_CTRL1_CHECK10_HIGH_MASK		MASK	0xFFF	4095	4182
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY11_CTRL0		REGISTER	0x067b	1659	4184
C	RTL8367C_ACL_VID_RANGE_ENTRY11_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4185
C	RTL8367C_ACL_VID_RANGE_ENTRY11_CTRL0_MASK		MASK	0xFFF	4095	4186
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY11_CTRL1		REGISTER	0x067c	1660	4188
C	RTL8367C_ACL_VID_RANGE_ENTRY11_CTRL1_CHECK11_TYPE_OFFSET		OFFSET_SHIFT	12	12	4189
C	RTL8367C_ACL_VID_RANGE_ENTRY11_CTRL1_CHECK11_TYPE_MASK		MASK	0x3000	12288	4190
C	RTL8367C_ACL_VID_RANGE_ENTRY11_CTRL1_CHECK11_HIGH_OFFSET		OFFSET_SHIFT	0	0	4191
C	RTL8367C_ACL_VID_RANGE_ENTRY11_CTRL1_CHECK11_HIGH_MASK		MASK	0xFFF	4095	4192
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY12_CTRL0		REGISTER	0x067d	1661	4194
C	RTL8367C_ACL_VID_RANGE_ENTRY12_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4195
C	RTL8367C_ACL_VID_RANGE_ENTRY12_CTRL0_MASK		MASK	0xFFF	4095	4196
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY12_CTRL1		REGISTER	0x067e	1662	4198
C	RTL8367C_ACL_VID_RANGE_ENTRY12_CTRL1_CHECK12_TYPE_OFFSET		OFFSET_SHIFT	12	12	4199
C	RTL8367C_ACL_VID_RANGE_ENTRY12_CTRL1_CHECK12_TYPE_MASK		MASK	0x3000	12288	4200
C	RTL8367C_ACL_VID_RANGE_ENTRY12_CTRL1_CHECK12_HIGH_OFFSET		OFFSET_SHIFT	0	0	4201
C	RTL8367C_ACL_VID_RANGE_ENTRY12_CTRL1_CHECK12_HIGH_MASK		MASK	0xFFF	4095	4202
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY13_CTRL0		REGISTER	0x067f	1663	4204
C	RTL8367C_ACL_VID_RANGE_ENTRY13_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4205
C	RTL8367C_ACL_VID_RANGE_ENTRY13_CTRL0_MASK		MASK	0xFFF	4095	4206
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY13_CTRL1		REGISTER	0x0680	1664	4208
C	RTL8367C_ACL_VID_RANGE_ENTRY13_CTRL1_CHECK13_TYPE_OFFSET		OFFSET_SHIFT	12	12	4209
C	RTL8367C_ACL_VID_RANGE_ENTRY13_CTRL1_CHECK13_TYPE_MASK		MASK	0x3000	12288	4210
C	RTL8367C_ACL_VID_RANGE_ENTRY13_CTRL1_CHECK13_HIGH_OFFSET		OFFSET_SHIFT	0	0	4211
C	RTL8367C_ACL_VID_RANGE_ENTRY13_CTRL1_CHECK13_HIGH_MASK		MASK	0xFFF	4095	4212
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY14_CTRL0		REGISTER	0x0681	1665	4214
C	RTL8367C_ACL_VID_RANGE_ENTRY14_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4215
C	RTL8367C_ACL_VID_RANGE_ENTRY14_CTRL0_MASK		MASK	0xFFF	4095	4216
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY14_CTRL1		REGISTER	0x0682	1666	4218
C	RTL8367C_ACL_VID_RANGE_ENTRY14_CTRL1_CHECK14_TYPE_OFFSET		OFFSET_SHIFT	12	12	4219
C	RTL8367C_ACL_VID_RANGE_ENTRY14_CTRL1_CHECK14_TYPE_MASK		MASK	0x3000	12288	4220
C	RTL8367C_ACL_VID_RANGE_ENTRY14_CTRL1_CHECK14_HIGH_OFFSET		OFFSET_SHIFT	0	0	4221
C	RTL8367C_ACL_VID_RANGE_ENTRY14_CTRL1_CHECK14_HIGH_MASK		MASK	0xFFF	4095	4222
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY15_CTRL0		REGISTER	0x0683	1667	4224
C	RTL8367C_ACL_VID_RANGE_ENTRY15_CTRL0_OFFSET		OFFSET_SHIFT	0	0	4225
C	RTL8367C_ACL_VID_RANGE_ENTRY15_CTRL0_MASK		MASK	0xFFF	4095	4226
C	RTL8367C_REG_ACL_VID_RANGE_ENTRY15_CTRL1		REGISTER	0x0684	1668	4228
C	RTL8367C_ACL_VID_RANGE_ENTRY15_CTRL1_CHECK15_TYPE_OFFSET		OFFSET_SHIFT	12	12	4229
C	RTL8367C_ACL_VID_RANGE_ENTRY15_CTRL1_CHECK15_TYPE_MASK		MASK	0x3000	12288	4230
C	RTL8367C_ACL_VID_RANGE_ENTRY15_CTRL1_CHECK15_HIGH_OFFSET		OFFSET_SHIFT	0	0	4231
C	RTL8367C_ACL_VID_RANGE_ENTRY15_CTRL1_CHECK15_HIGH_MASK		MASK	0xFFF	4095	4232
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY0_CTRL0		REGISTER	0x0685	1669	4234
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY0_CTRL1		REGISTER	0x0686	1670	4236
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY0_CTRL2		REGISTER	0x0687	1671	4238
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY0_CTRL3		REGISTER	0x0688	1672	4240
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY0_CTRL4		REGISTER	0x0689	1673	4242
C	RTL8367C_ACL_IP_RANGE_ENTRY0_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4243
C	RTL8367C_ACL_IP_RANGE_ENTRY0_CTRL4_MASK		MASK	0x7	7	4244
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY1_CTRL0		REGISTER	0x068a	1674	4246
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY1_CTRL1		REGISTER	0x068b	1675	4248
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY1_CTRL2		REGISTER	0x068c	1676	4250
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY1_CTRL3		REGISTER	0x068d	1677	4252
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY1_CTRL4		REGISTER	0x068e	1678	4254
C	RTL8367C_ACL_IP_RANGE_ENTRY1_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4255
C	RTL8367C_ACL_IP_RANGE_ENTRY1_CTRL4_MASK		MASK	0x7	7	4256
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY2_CTRL0		REGISTER	0x068f	1679	4258
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY2_CTRL1		REGISTER	0x0690	1680	4260
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY2_CTRL2		REGISTER	0x0691	1681	4262
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY2_CTRL3		REGISTER	0x0692	1682	4264
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY2_CTRL4		REGISTER	0x0693	1683	4266
C	RTL8367C_ACL_IP_RANGE_ENTRY2_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4267
C	RTL8367C_ACL_IP_RANGE_ENTRY2_CTRL4_MASK		MASK	0x7	7	4268
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY3_CTRL0		REGISTER	0x0694	1684	4270
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY3_CTRL1		REGISTER	0x0695	1685	4272
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY3_CTRL2		REGISTER	0x0696	1686	4274
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY3_CTRL3		REGISTER	0x0697	1687	4276
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY3_CTRL4		REGISTER	0x0698	1688	4278
C	RTL8367C_ACL_IP_RANGE_ENTRY3_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4279
C	RTL8367C_ACL_IP_RANGE_ENTRY3_CTRL4_MASK		MASK	0x7	7	4280
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY4_CTRL0		REGISTER	0x0699	1689	4282
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY4_CTRL1		REGISTER	0x069a	1690	4284
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY4_CTRL2		REGISTER	0x069b	1691	4286
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY4_CTRL3		REGISTER	0x069c	1692	4288
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY4_CTRL4		REGISTER	0x069d	1693	4290
C	RTL8367C_ACL_IP_RANGE_ENTRY4_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4291
C	RTL8367C_ACL_IP_RANGE_ENTRY4_CTRL4_MASK		MASK	0x7	7	4292
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY5_CTRL0		REGISTER	0x069e	1694	4294
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY5_CTRL1		REGISTER	0x069f	1695	4296
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY5_CTRL2		REGISTER	0x06a0	1696	4298
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY5_CTRL3		REGISTER	0x06a1	1697	4300
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY5_CTRL4		REGISTER	0x06a2	1698	4302
C	RTL8367C_ACL_IP_RANGE_ENTRY5_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4303
C	RTL8367C_ACL_IP_RANGE_ENTRY5_CTRL4_MASK		MASK	0x7	7	4304
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY6_CTRL0		REGISTER	0x06a3	1699	4306
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY6_CTRL1		REGISTER	0x06a4	1700	4308
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY6_CTRL2		REGISTER	0x06a5	1701	4310
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY6_CTRL3		REGISTER	0x06a6	1702	4312
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY6_CTRL4		REGISTER	0x06a7	1703	4314
C	RTL8367C_ACL_IP_RANGE_ENTRY6_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4315
C	RTL8367C_ACL_IP_RANGE_ENTRY6_CTRL4_MASK		MASK	0x7	7	4316
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY7_CTRL0		REGISTER	0x06a8	1704	4318
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY7_CTRL1		REGISTER	0x06a9	1705	4320
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY7_CTRL2		REGISTER	0x06aa	1706	4322
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY7_CTRL3		REGISTER	0x06ab	1707	4324
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY7_CTRL4		REGISTER	0x06ac	1708	4326
C	RTL8367C_ACL_IP_RANGE_ENTRY7_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4327
C	RTL8367C_ACL_IP_RANGE_ENTRY7_CTRL4_MASK		MASK	0x7	7	4328
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY8_CTRL0		REGISTER	0x06ad	1709	4330
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY8_CTRL1		REGISTER	0x06ae	1710	4332
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY8_CTRL2		REGISTER	0x06af	1711	4334
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY8_CTRL3		REGISTER	0x06b0	1712	4336
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY8_CTRL4		REGISTER	0x06b1	1713	4338
C	RTL8367C_ACL_IP_RANGE_ENTRY8_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4339
C	RTL8367C_ACL_IP_RANGE_ENTRY8_CTRL4_MASK		MASK	0x7	7	4340
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY9_CTRL0		REGISTER	0x06b2	1714	4342
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY9_CTRL1		REGISTER	0x06b3	1715	4344
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY9_CTRL2		REGISTER	0x06b4	1716	4346
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY9_CTRL3		REGISTER	0x06b5	1717	4348
C	RTL8367C_REG_ACL_IP_RANGE_ENTRY9_CTRL4		REGISTER	0x06b6	1718	4350
C	RTL8367C_ACL_IP_RANGE_ENTRY9_CTRL4_OFFSET		OFFSET_SHIFT	0	0	4351
C	RTL8367C_ACL_IP_RANGE_ENTRY9_CTRL4_MASK		MASK	0x7	7	4352
