Archive,Area,Scope,Class,ComponentPath,Files,Directories,SizeMiB,TopExtensions,Chips/Keywords
GPL_AX12v1,Ethernet/Switch,generic/support tree,Other matched support data,GPL_AX12v1/Iplatform/openwrt/package/swconfig/src,5,1,0.03,".c:3, Makefile:1, .h:1",SWCONFIG
GPL_AX12v1,Ethernet/Switch,generic/support tree,Other matched support data,GPL_AX12v1/Iplatform/openwrt/package/admswconfig/files,2,1,0.0,"[no ext]:1, .sh:1",SWCONFIG
GPL_AX12v1,Ethernet/Switch,generic/support tree,Other matched support data,GPL_AX12v1/Iplatform/openwrt/package/admswconfig,1,1,0.0,Makefile:1,SWCONFIG
GPL_AX12v1,Ethernet/Switch,generic/support tree,Other matched support data,GPL_AX12v1/Iplatform/openwrt/package/admswconfig/patches,1,1,0.0,.patch:1,SWCONFIG
GPL_AX12v1,Ethernet/Switch,generic/support tree,Other matched support data,GPL_AX12v1/Iplatform/openwrt/package/swconfig,1,1,0.0,Makefile:1,SWCONFIG
GPL_AX12v1,Ethernet/Switch,generic/support tree,Other matched support data,GPL_AX12v1/Iplatform/openwrt/package/swconfig/files,1,1,0.0,.sh:1,SWCONFIG
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Realtek RTL83xx/RTL8367/RTL8325 switch driver data,GPL_AX12v1/rtl8197/rtknet/drivers/net/rtl819x/rtl83xx_v1dot4/dal,170,3,4.63,".h:87, .c:83","RTL819X, RTL83XX, RTL8367C, RTL8367D"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Realtek RTL83xx/RTL8367/RTL8325 switch driver data,GPL_AX12v1/rtl8197/rtknet/drivers/net/rtl819x/rtl8325d/include,26,3,0.83,.h:26,"RTL819X, RTL8325D, RTL8316D"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Board/build configuration,GPL_AX12v1/rtl8197/bootcode,18,0,0.04,[no ext]:18,"RTL8197F, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Board/build configuration,GPL_AX12v1/rtl8197/boards/rtl8197F/etc.RTL8197F_ETH_RAMFS,11,1,0.02,"[no ext]:7, .conf:3, .types:1",RTL8197F
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Board/build configuration,GPL_AX12v1/rtl8197/boards/rtl8197F/etc.RTL8197F_VG_8367R_MP,11,1,0.02,"[no ext]:7, .conf:3, .types:1","RTL8197F, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Realtek RTL83xx/RTL8367/RTL8325 switch driver data,GPL_AX12v1/rtl8197/rtknet/drivers/net/rtl819x/rtl8325d/basic,4,1,1.45,.c:4,"RTL819X, RTL8325D, RTL8316D"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Board/build configuration,GPL_AX12v1/rtl8197/boards/rtl8197F/etc.RTL8197F_ETH_RAMFS/init.d,1,1,0.0,[no ext]:1,RTL8197F
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Board/build configuration,GPL_AX12v1/rtl8197/boards/rtl8197F/etc.RTL8197F_VG_8367R_MP/init.d,1,1,0.0,[no ext]:1,"RTL8197F, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/gpio.c,1,0,0.01,.c:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/gpio.h,1,0,0.0,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/gpio_8198.h,1,0,0.0,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtk_api.c,1,0,0.19,.c:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtk_api.h,1,0,0.04,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtk_api_ext.h,1,0,0.22,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtk_error.h,1,0,0.02,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtk_types.h,1,0,0.0,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv.c,1,0,0.01,.c:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_acl.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_cputag.c,1,0,0.0,.c:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_cputag.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_dot1x.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_eav.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_eee.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_fc.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_green.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_hsb.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_igmp.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_inbwctrl.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_interrupt.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_led.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_lut.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_meter.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_mib.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_mirror.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_misc.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_phy.c,1,0,0.01,.c:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_phy.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_port.c,1,0,0.0,.c:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_port.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_portIsolation.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_qos.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_rma.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_scheduling.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_storm.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_svlan.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_trunking.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_unknownMulticast.h,1,0,0.0,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_asicdrv_vlan.h,1,0,0.01,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_base.h,1,0,0.03,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/rtl8367b_reg.h,1,0,0.76,.h:1,"RTL8367B, RTL8367R"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/smi.c,1,0,0.01,.c:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl8367r/smi.h,1,0,0.0,.h:1,RTL8367R
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/cpu.c,1,0,0.01,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/cpu.h,1,0,0.01,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/gpio.c,1,0,0.01,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/gpio.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/gpio_8198.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/led.c,1,0,0.02,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/led.h,1,0,0.01,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/port.c,1,0,0.09,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/port.h,1,0,0.03,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/qos.h,1,0,0.03,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rate.c,1,0,0.02,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rate.h,1,0,0.01,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtk_api.c,1,0,0.01,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtk_api.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtk_error.h,1,0,0.02,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtk_switch.c,1,0,0.05,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtk_switch.h,1,0,0.02,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtk_types.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_cputag.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_cputag.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_green.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_green.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_inbwctrl.c,1,0,0.0,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_inbwctrl.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_led.c,1,0,0.02,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_led.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_lut.c,1,0,0.04,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_lut.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_meter.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_meter.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_mirror.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_mirror.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_misc.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_misc.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_phy.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_phy.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_port.c,1,0,0.14,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_port.h,1,0,0.01,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_portIsolation.c,1,0,0.0,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_portIsolation.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_rma.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_rma.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_scheduling.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_scheduling.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_asicdrv_unknownMulticast.h,1,0,0.0,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_base.h,1,0,0.04,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/rtl8367c_reg.h,1,0,1.04,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/smi.c,1,0,0.01,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx/smi.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/acl.c,1,0,0.02,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/acl.h,1,0,0.03,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/chip.c,1,0,0.02,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/chip.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/cpu.c,1,0,0.01,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/cpu.h,1,0,0.01,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/dal_mapper.h,1,0,0.03,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/dal_mgmt.c,1,0,0.0,.c:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/dal_mgmt.h,1,0,0.0,.h:1,RTL83XX
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/rtl8367c/dal_rtl8367c_acl.c,1,0,0.07,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/rtl8367c/dal_rtl8367c_acl.h,1,0,0.02,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/rtl8367c/dal_rtl8367c_cpu.c,1,0,0.01,.c:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/rtl8367c/dal_rtl8367c_cpu.h,1,0,0.01,.h:1,"RTL8367C, RTL83XX"
GPL_AX12v1,Ethernet/Switch,target-specific / likely relevant,Bootloader switch support,GPL_AX12v1/rtl8197/bootcode/boot/rtl83xx_v1dot4/dal/rtl8367c/dal_rtl8367c_dot1x.c,1,0,0.02,.c:1,"RTL8367C, RTL83XX"
