Archive,Area,Scope,Class,ComponentPath,Files,Directories,SizeMiB,TopExtensions,Chips/Keywords
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/marvell/libertas,31,1,0.38,".c:14, .h:13, [no ext]:2, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ath/ath6kl,31,1,0.76,".c:16, .h:13, Makefile:1, Kconfig:1",CFG80211
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ti/wl1251,29,1,0.25,".h:14, .c:13, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ath/wil6210,29,1,0.35,".c:19, .h:8, Makefile:1, Kconfig:1",CFG80211
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ti/wl1251,29,1,0.27,".h:14, .c:13, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/st/cw1200,27,1,0.34,".c:13, .h:12, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/mediatek/mt7601u,26,1,0.2,".c:13, .h:11, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/b43legacy,25,1,0.39,".h:12, .c:11, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/mediatek/mt7601u,25,1,0.19,".c:13, .h:10, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl818x,25,3,0.22,".h:11, .c:10, Makefile:3, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/iwlwifi/dvm,25,1,0.79,".c:16, .h:8, Makefile:1",MAC80211
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl818x,25,3,0.23,".h:11, .c:10, Makefile:3, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8192u,25,1,0.49,".h:11, .c:9, [no ext]:3, Kconfig:1, Makefile:1","RTL8192U, RTL819X"
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8723au/hal,25,1,0.71,.c:25,RTL8723A
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8192e,24,1,0.42,".c:13, .h:7, [no ext]:2, Kconfig:1, Makefile:1","RTL8192E, RTL819X"
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/carl9170,22,1,0.37,".h:10, .c:10, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8188eu/hal,22,1,0.29,.c:22,RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ath/carl9170,22,1,0.37,".h:10, .c:10, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8188eu/hal,22,1,0.34,.c:22,RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8192u/ieee80211,22,1,0.47,".c:14, .h:7, Makefile:1","RTL8192U, RTL819X"
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy,20,1,1.06,".c:11, .h:7, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ti/wl18xx,20,1,0.15,".h:10, .c:8, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ti/wl18xx,20,1,0.15,".h:10, .c:8, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intersil/hostap,19,1,0.5,".c:12, .h:5, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8723bs/core,19,1,0.87,.c:19,RTL8723B
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/wcn36xx,18,1,0.3,".h:9, .c:7, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8188eu/core,18,1,0.61,.c:18,RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8188eu/core,18,1,0.69,.c:18,RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intersil/p54,17,1,0.21,".c:8, .h:7, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intersil/prism54,16,1,0.2,".h:8, .c:7, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ti/wl12xx,16,1,0.13,".h:8, .c:6, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ti/wl12xx,16,1,0.13,".h:8, .c:6, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/zydas/zd1211rw,15,1,0.22,".c:8, .h:5, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ath/wcn36xx,15,1,0.26,".h:7, .c:6, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00,13,1,0.76,".c:7, .h:4, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8723au/core,13,1,0.59,.c:13,RTL8723A
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8723bs/os_dep,12,1,0.37,".c:11, .h:1","RTL8723B, CFG80211"
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8188eu/os_dep,10,1,0.16,.c:10,RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8188eu/os_dep,10,1,0.19,.c:10,RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8xxxu,9,1,0.37,".c:5, .h:2, Makefile:1, Kconfig:1","RTL8723B, RTL8723A, RTL8192E, RTL8192C"
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/marvell/libertas_tf,8,1,0.08,".h:3, .c:3, Kconfig:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/brcm80211/include,7,1,0.03,.h:7,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8723au/os_dep,7,1,0.15,.c:7,"RTL8723A, CFG80211"
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/ar5523,5,1,0.06,".h:2, Makefile:1, Kconfig:1, .c:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/ath/ar5523,5,1,0.06,".h:2, Kconfig:1, .c:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/iwlwifi/pcie,5,1,0.22,".c:4, .h:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8xxxu,5,1,0.21,".h:2, Kconfig:1, .c:1, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/Documentation/devicetree/bindings/net/wireless,4,1,0.0,.txt:4,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/ther_ctrl,4,1,0.01,".h:1, .c:1, Makefile:1, Kconfig:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8188eu,3,1,0.0,"Kconfig:1, [no ext]:1, Makefile:1",RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/package/backports/src/drivers/staging/rtl8723bs,3,1,0.0,"[no ext]:1, Kconfig:1, Makefile:1",RTL8723B
sdk_GPL_MR62X,WLAN,generic/support tree,Other matched support data,sdk/openwrt-21.02/package/backports/src/include/net,3,0,0.5,.h:3,"CFG80211, MAC80211"
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/brcm80211/brcmutil,3,1,0.01,".c:2, Makefile:1",
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8188eu,3,1,0.0,"[no ext]:1, Kconfig:1, Makefile:1",RTL8188E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux staging Realtek WLAN driver,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/staging/rtl8723au,3,1,0.0,"Kconfig:1, [no ext]:1, Makefile:1",RTL8723A
sdk_GPL_MR62X,WLAN,generic/support tree,Other matched support data,sdk/openwrt-21.02/target/linux/linux-4.4/include/net,3,0,0.46,.h:3,"CFG80211, MAC80211"
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/admtek/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/admtek/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/admtek/adm8211.c,1,0,0.05,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/admtek/adm8211.h,1,0,0.02,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/ath.h,1,0,0.01,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/debug.c,1,0,0.0,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/dfs_pattern_detector.c,1,0,0.01,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/dfs_pattern_detector.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/dfs_pri_detector.c,1,0,0.01,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/dfs_pri_detector.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/hw.c,1,0,0.01,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/key.c,1,0,0.02,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/main.c,1,0,0.0,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/reg.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/regd.c,1,0,0.02,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/regd.h,1,0,0.01,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/regd_common.h,1,0,0.01,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/spectral_common.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/trace.c,1,0,0.0,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ath/trace.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/at76c50x-usb.c,1,0,0.07,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/at76c50x-usb.h,1,0,0.01,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/atmel.c,1,0,0.13,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/atmel.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/atmel_cs.c,1,0,0.01,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/atmel/atmel_pci.c,1,0,0.0,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/airo.c,1,0,0.21,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/airo.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/airo_cs.c,1,0,0.01,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intersil/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intersil/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/mac80211_hwsim.c,1,0,0.1,.c:1,MAC80211
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/mac80211_hwsim.h,1,0,0.01,.h:1,MAC80211
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/marvell/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/marvell/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/marvell/mwl8k.c,1,0,0.15,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/mediatek/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/mediatek/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/quantenna/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/quantenna/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ralink/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/ralink/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/Kconfig,1,0,0.0,Kconfig:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/base.c,1,0,0.07,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/base.h,1,0,0.01,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/Makefile,1,0,0.0,Makefile:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbt_precomp.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8192e2ant.c,1,0,0.1,.c:1,RTL8192E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8192e2ant.h,1,0,0.0,.h:1,RTL8192E
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8723b1ant.c,1,0,0.1,.c:1,RTL8723B
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8723b1ant.h,1,0,0.01,.h:1,RTL8723B
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8723b2ant.c,1,0,0.13,.c:1,RTL8723B
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8723b2ant.h,1,0,0.01,.h:1,RTL8723B
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8821a1ant.c,1,0,0.09,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8821a1ant.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8821a2ant.c,1,0,0.13,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8821a2ant.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8822bwifionly.c,1,0,0.0,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtc8822bwifionly.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtcoutsrc.c,1,0,0.05,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/halbtcoutsrc.h,1,0,0.02,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/rtl_btc.c,1,0,0.01,.c:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/btcoexist/rtl_btc.h,1,0,0.0,.h:1,
sdk_GPL_MR62X,WLAN,generic/support tree,Linux rtlwifi driver family,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtlwifi/cam.c,1,0,0.01,.c:1,
