Archive,Area,Scope,Class,FileKind,Chips/Keywords,SizeBytes,SizeKiB,Extension,Path
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3965,3.87,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/brcmsmac/ucode_loader.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,1957,1.91,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/brcmsmac/ucode_loader.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,945,0.92,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/brcmutil/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6817,6.66,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/brcmutil/d11.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7539,7.36,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/brcmutil/utils.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,4097,4.0,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/brcm_hw_ids.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5325,5.2,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/brcmu_d11.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6557,6.4,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/brcmu_utils.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,8308,8.11,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/brcmu_wifi.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,9171,8.96,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/chipcommon.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,2854,2.79,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/defs.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,1275,1.25,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/broadcom/brcm80211/include/soc.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,2243,2.19,Kconfig,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/Kconfig
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,113,0.11,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,223011,217.78,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/airo.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,311,0.3,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/airo.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6485,6.33,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/cisco/airo_cs.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,637,0.62,Kconfig,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/Kconfig
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,180,0.18,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,7069,6.9,Kconfig,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/Kconfig
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,290,0.28,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,410,0.4,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/ipw.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,229931,224.54,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/ipw2100.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,40387,39.44,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/ipw2100.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,331706,323.93,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/ipw2200.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,58102,56.74,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/ipw2200.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,27676,27.03,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/libipw.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,4774,4.66,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/libipw_geo.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7796,7.61,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/libipw_module.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,50667,49.48,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/libipw_rx.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,14617,14.27,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/libipw_tx.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,19584,19.12,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/ipw2x00/libipw_wx.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,18831,18.39,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/3945-debug.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,106698,104.2,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/3945-mac.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,24765,24.18,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/3945-rs.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,76849,75.05,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/3945.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,19348,18.89,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/3945.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,30735,30.01,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/4965-calib.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,29768,29.07,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/4965-debug.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,188822,184.4,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/4965-mac.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,81075,79.17,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/4965-rs.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,51893,50.68,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/4965.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,49765,48.6,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/4965.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,3301,3.22,Kconfig,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/Kconfig
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,470,0.46,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,112320,109.69,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/commands.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,146128,142.7,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/common.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,89972,87.86,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/common.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,18171,17.75,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/csr.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,38291,37.39,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/debug.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,1871,1.83,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/iwl-spectrum.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,22891,22.35,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlegacy/prph.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,5481,5.35,Kconfig,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/Kconfig
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,1028,1.0,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3857,3.77,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/1000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6478,6.33,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/2000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,17314,16.91,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/22000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5130,5.01,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/5000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,11882,11.6,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/6000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,11750,11.47,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/7000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7650,7.47,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/8000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,10267,10.03,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/cfg/9000.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,build/config,,367,0.36,Makefile,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/Makefile
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,16952,16.55,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/agn.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,36844,35.98,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/calib.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3060,2.99,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/calib.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,132230,129.13,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/commands.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,78574,76.73,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/debugfs.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,24089,23.52,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/dev.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,19128,18.68,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/devices.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5404,5.28,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/led.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,1030,1.01,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/led.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,36994,36.13,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/lib.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,MAC80211,42617,41.62,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/mac80211.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,61788,60.34,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/main.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,12184,11.9,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/power.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,1084,1.06,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/power.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,100029,97.68,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/rs.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,12973,12.67,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/rs.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,31400,30.66,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/rx.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,44894,43.84,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/rxon.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,29493,28.8,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/scan.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,38275,37.38,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/sta.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,21461,20.96,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/tt.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3921,3.83,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/tt.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,40559,39.61,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/tx.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,11534,11.26,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/dvm/ucode.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7013,6.85,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/acpi.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5174,5.05,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/acpi.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7171,7.0,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/alive.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6802,6.64,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/binding.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7171,7.0,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/cmdhdr.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,8072,7.88,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/coex.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,15741,15.37,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/commands.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3897,3.81,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/context.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,21524,21.02,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/d3.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6835,6.67,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/datapath.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,18244,17.82,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/dbg-tlv.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,12171,11.89,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/debug.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6737,6.58,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/filter.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,2937,2.87,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/led.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,36108,35.26,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/location.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6201,6.06,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/mac-cfg.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,23786,23.23,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/mac.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,14620,14.28,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/nvm-reg.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3953,3.86,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/offload.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3613,3.53,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/paging.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7019,6.85,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/phy-ctxt.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,8294,8.1,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/phy.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,22700,22.17,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/power.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,20113,19.64,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/rs.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,27400,26.76,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/rx.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,29851,29.15,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/scan.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5664,5.53,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/sf.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,21291,20.79,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/sta.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,15412,15.05,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/stats.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,8374,8.18,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/tdls.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,14333,14.0,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/time-event.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,32118,31.37,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/tx.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6584,6.43,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/api/txq.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,83947,81.98,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/dbg.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,14852,14.5,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/dbg.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,10400,10.16,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/debugfs.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3248,3.17,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/debugfs.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,15534,15.17,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/error-dump.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,36901,36.04,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/file.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,10033,9.8,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/img.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,3705,3.62,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/init.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6248,6.1,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/notif-wait.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5499,5.37,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/notif-wait.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,10909,10.65,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/paging.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,6306,6.16,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/runtime.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,5880,5.74,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/fw/smem.c
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,4610,4.5,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/iwl-agn-hw.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,10749,10.5,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/iwl-context-info-gen3.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,8193,8.0,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/iwl-context-info.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,25791,25.19,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/iwl-csr.h
sdk_GPL_MR62X,WLAN,generic/support tree,WLAN subsystem/build support,source/header,,7367,7.19,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/intel/iwlwifi/iwl-dbg-tlv.c
