Archive,Area,Scope,Class,FileKind,Chips/Keywords,SizeBytes,SizeKiB,Extension,Path
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6455,6.3,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188e_dm.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,19148,18.7,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188e_hal_init.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6627,6.47,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188e_rxdesc.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1766,1.72,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188e_xmit.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1488,1.45,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188eu_led.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2398,2.34,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188eu_recv.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,20191,19.72,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/rtl8188eu_xmit.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,59139,57.75,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/hal/usb_halinit.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,769,0.75,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/HalVerDef.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,4113,4.02,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/basic_types.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,4048,3.95,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/drv_types.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,968,0.95,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/fw.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,5776,5.64,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/hal8188e_phy_cfg.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,31854,31.11,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/hal8188e_phy_reg.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2292,2.24,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/hal8188e_rate_adaptive.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,4527,4.42,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/hal_com.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6187,6.04,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/hal_intf.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,22199,21.68,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/ieee80211.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,835,0.82,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/mlme_osdep.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,681,0.67,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/mon.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,26760,26.13,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/odm.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,3142,3.07,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/odm_debug.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2785,2.72,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/odm_precomp.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1233,1.2,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/odm_rtl8188e.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,779,0.76,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/odm_types.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1199,1.17,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/osdep_intf.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2549,2.49,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/osdep_service.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1079,1.05,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/phy.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,648,0.63,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/phydm_reg.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1557,1.52,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/phydm_regdefine11n.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,8675,8.47,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/pwrseq.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1374,1.34,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/pwrseqcmd.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,885,0.86,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/recv_osdep.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,454,0.44,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rf.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1783,1.74,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtl8188e_cmd.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1226,1.2,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtl8188e_dm.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,11423,11.16,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtl8188e_hal.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1354,1.32,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtl8188e_recv.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,45068,44.01,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtl8188e_spec.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,3972,3.88,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtl8188e_xmit.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1514,1.48,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_android.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1919,1.87,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_ap.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,9248,9.03,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_cmd.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,3961,3.87,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_debug.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,3678,3.59,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_eeprom.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2923,2.85,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_efuse.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1507,1.47,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_event.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,650,0.63,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_ht.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2133,2.08,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_ioctl.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1147,1.12,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_ioctl_set.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,417,0.41,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_iol.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2663,2.6,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_led.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,11064,10.8,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_mlme.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,22564,22.04,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_mlme_ext.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6544,6.39,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_pwrctrl.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6330,6.18,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_recv.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,3140,3.07,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_rf.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,9039,8.83,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_security.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,803,0.78,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_sreset.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,9755,9.53,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/rtw_xmit.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,9239,9.02,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/sta_info.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,2042,1.99,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/usb_ops_linux.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,21012,20.52,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/wifi.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6634,6.48,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/wlan_bssdef.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,981,0.96,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/include/xmit_osdep.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,88092,86.03,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/ioctl_linux.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,5127,5.01,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/mlme_linux.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,4331,4.23,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/mon.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,21505,21.0,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/os_intfs.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,1832,1.79,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/osdep_service.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,3805,3.72,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/recv_linux.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,6266,6.12,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/rtw_android.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,13754,13.43,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/usb_intf.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,22401,21.88,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/usb_ops_linux.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8188E,5328,5.2,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8188eu/os_dep/xmit_linux.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,build/config,RTL8723B,485,0.47,Kconfig,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/Kconfig
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,build/config,RTL8723B,1648,1.61,Makefile,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/Makefile
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,other,RTL8723B,793,0.77,[no ext],GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/TODO
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,63391,61.91,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_ap.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,5417,5.29,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_btcoex.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,60674,59.25,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_cmd.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,41499,40.53,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_debug.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,8034,7.85,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_eeprom.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,15096,14.74,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_efuse.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,35935,35.09,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_ieee80211.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,5225,5.1,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_io.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,21205,20.71,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_ioctl_set.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,92020,89.86,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_mlme.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,205870,201.04,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_mlme_ext.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,5242,5.12,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_odm.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,36068,35.22,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_pwrctrl.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,82968,81.02,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_recv.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,1503,1.47,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_rf.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,73629,71.9,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_security.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,16144,15.77,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_sta_mgt.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,64825,63.31,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_wlan_util.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,81938,80.02,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/core/rtw_xmit.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,17368,16.96,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/Hal8723BReg.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,105428,102.96,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalBtc8723b1Ant.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,5716,5.58,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalBtc8723b1Ant.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,120295,117.48,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalBtc8723b2Ant.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,4748,4.64,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalBtc8723b2Ant.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,15629,15.26,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalBtcOutSrc.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,14714,14.37,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalHWImg8723B_BB.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,1301,1.27,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalHWImg8723B_BB.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,6938,6.78,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalHWImg8723B_MAC.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,652,0.64,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalHWImg8723B_MAC.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,25895,25.29,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalHWImg8723B_RF.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,1369,1.34,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalHWImg8723B_RF.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,19308,18.86,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalPhyRf.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,1344,1.31,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalPhyRf.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,81478,79.57,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalPhyRf_8723B.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,1614,1.58,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalPhyRf_8723B.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,4912,4.8,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/HalPwrSeqCmd.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,584,0.57,.h,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/Mp_Precomp.h
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,40494,39.54,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_btcoex.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,42200,41.21,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_com.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,105734,103.26,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_com_phycfg.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,12338,12.05,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_intf.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,5745,5.61,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_phy.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,3107,3.03,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_pwr_seq.c
GPL_AX12v1,WLAN,generic/support tree,Linux staging Realtek WLAN driver,source/header,RTL8723B,3010,2.94,.c,GPL_AX12v1/rtl8197/backports-5.2.8-1/drivers/staging/rtl8723bs/hal/hal_sdio.c
